image_id,modality,organ,annotated_region,source
I18556,MRI,Brain,Lung abnormality,MIDRC
I18557,CT,Abdomen,Lung abnormality,RAD-ChestXR
I18558,MRI,Lung,Brain abnormality,MIDRC
I18559,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I18560,MRI,Abdomen,Lung abnormality,MIDRC
I18561,CT,Lung,Muscle abnormality,RAD-ChestXR
I18562,MRI,Lung,Abdomen abnormality,MIDRC
I18563,CT,Abdomen,Brain abnormality,RAD-ChestXR
I18564,MRI,Abdomen,Lung abnormality,MIDRC
I18565,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I18566,MRI,Abdomen,Brain abnormality,MIDRC
I18567,CT,Brain,Abdomen abnormality,RAD-ChestXR
I18568,MRI,Muscle,Abdomen abnormality,MIDRC
I18569,CT,Lung,Muscle abnormality,RAD-ChestXR
I18570,MRI,Abdomen,Abdomen abnormality,MIDRC
I18571,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I18572,MRI,Brain,Lung abnormality,MIDRC
I18573,CT,Lung,Muscle abnormality,RAD-ChestXR
I18574,MRI,Abdomen,Lung abnormality,MIDRC
I18575,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I18576,MRI,Brain,Muscle abnormality,MIDRC
I18577,CT,Lung,Lung abnormality,RAD-ChestXR
I18578,MRI,Abdomen,Muscle abnormality,MIDRC
I18579,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I18580,MRI,Muscle,Muscle abnormality,MIDRC
I18581,CT,Muscle,Brain abnormality,RAD-ChestXR
I18582,MRI,Lung,Muscle abnormality,MIDRC
I18583,CT,Muscle,Muscle abnormality,RAD-ChestXR
I18584,MRI,Lung,Brain abnormality,MIDRC
I18585,CT,Muscle,Muscle abnormality,RAD-ChestXR
I18586,MRI,Brain,Lung abnormality,MIDRC
I18587,CT,Brain,Abdomen abnormality,RAD-ChestXR
I18588,MRI,Abdomen,Brain abnormality,MIDRC
I18589,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I18590,MRI,Brain,Lung abnormality,MIDRC
I18591,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I18592,MRI,Muscle,Lung abnormality,MIDRC
I18593,CT,Lung,Muscle abnormality,RAD-ChestXR
I18594,MRI,Abdomen,Lung abnormality,MIDRC
I18595,CT,Abdomen,Brain abnormality,RAD-ChestXR
I18596,MRI,Abdomen,Muscle abnormality,MIDRC
I18597,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I18598,MRI,Lung,Brain abnormality,MIDRC
I18599,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I18600,MRI,Abdomen,Muscle abnormality,MIDRC
I18601,CT,Brain,Brain abnormality,RAD-ChestXR
I18602,MRI,Abdomen,Muscle abnormality,MIDRC
I18603,CT,Muscle,Muscle abnormality,RAD-ChestXR
I18604,MRI,Brain,Lung abnormality,MIDRC
I18605,CT,Brain,Muscle abnormality,RAD-ChestXR
I18606,MRI,Abdomen,Brain abnormality,MIDRC
I18607,CT,Lung,Abdomen abnormality,RAD-ChestXR
I18608,MRI,Abdomen,Lung abnormality,MIDRC
I18609,CT,Muscle,Lung abnormality,RAD-ChestXR
I18610,MRI,Brain,Abdomen abnormality,MIDRC
I18611,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I18612,MRI,Lung,Abdomen abnormality,MIDRC
I18613,CT,Muscle,Brain abnormality,RAD-ChestXR
I18614,MRI,Lung,Brain abnormality,MIDRC
I18615,CT,Muscle,Muscle abnormality,RAD-ChestXR
I18616,MRI,Brain,Muscle abnormality,MIDRC
I18617,CT,Brain,Brain abnormality,RAD-ChestXR
I18618,MRI,Abdomen,Brain abnormality,MIDRC
I18619,CT,Brain,Abdomen abnormality,RAD-ChestXR
I18620,MRI,Muscle,Lung abnormality,MIDRC
I18621,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I18622,MRI,Abdomen,Muscle abnormality,MIDRC
I18623,CT,Brain,Muscle abnormality,RAD-ChestXR
I18624,MRI,Abdomen,Muscle abnormality,MIDRC
I18625,CT,Lung,Muscle abnormality,RAD-ChestXR
I18626,MRI,Lung,Brain abnormality,MIDRC
I18627,CT,Brain,Muscle abnormality,RAD-ChestXR
I18628,MRI,Abdomen,Lung abnormality,MIDRC
I18629,CT,Brain,Abdomen abnormality,RAD-ChestXR
I18630,MRI,Brain,Muscle abnormality,MIDRC
I18631,CT,Brain,Lung abnormality,RAD-ChestXR
I18632,MRI,Lung,Abdomen abnormality,MIDRC
I18633,CT,Lung,Brain abnormality,RAD-ChestXR
I18634,MRI,Muscle,Muscle abnormality,MIDRC
I18635,CT,Brain,Abdomen abnormality,RAD-ChestXR
I18636,MRI,Lung,Abdomen abnormality,MIDRC
I18637,CT,Lung,Brain abnormality,RAD-ChestXR
I18638,MRI,Abdomen,Muscle abnormality,MIDRC
I18639,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I18640,MRI,Lung,Lung abnormality,MIDRC
I18641,CT,Lung,Muscle abnormality,RAD-ChestXR
I18642,MRI,Abdomen,Brain abnormality,MIDRC
I18643,CT,Lung,Muscle abnormality,RAD-ChestXR
I18644,MRI,Muscle,Brain abnormality,MIDRC
I18645,CT,Muscle,Lung abnormality,RAD-ChestXR
I18646,MRI,Brain,Muscle abnormality,MIDRC
I18647,CT,Brain,Muscle abnormality,RAD-ChestXR
I18648,MRI,Brain,Brain abnormality,MIDRC
I18649,CT,Abdomen,Lung abnormality,RAD-ChestXR
I18650,MRI,Muscle,Abdomen abnormality,MIDRC
I18651,CT,Brain,Muscle abnormality,RAD-ChestXR
I18652,MRI,Brain,Muscle abnormality,MIDRC
I18653,CT,Lung,Muscle abnormality,RAD-ChestXR
I18654,MRI,Muscle,Abdomen abnormality,MIDRC
I18655,CT,Abdomen,Brain abnormality,RAD-ChestXR
I18656,MRI,Muscle,Brain abnormality,MIDRC
I18657,CT,Brain,Muscle abnormality,RAD-ChestXR
I18658,MRI,Lung,Lung abnormality,MIDRC
I18659,CT,Brain,Muscle abnormality,RAD-ChestXR
I18660,MRI,Brain,Brain abnormality,MIDRC
I18661,CT,Lung,Lung abnormality,RAD-ChestXR
I18662,MRI,Abdomen,Lung abnormality,MIDRC
I18663,CT,Brain,Abdomen abnormality,RAD-ChestXR
I18664,MRI,Muscle,Lung abnormality,MIDRC
I18665,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I18666,MRI,Muscle,Lung abnormality,MIDRC
I18667,CT,Muscle,Muscle abnormality,RAD-ChestXR
I18668,MRI,Brain,Brain abnormality,MIDRC
I18669,CT,Brain,Lung abnormality,RAD-ChestXR
I18670,MRI,Lung,Brain abnormality,MIDRC
I18671,CT,Brain,Brain abnormality,RAD-ChestXR
I18672,MRI,Lung,Brain abnormality,MIDRC
I18673,CT,Lung,Muscle abnormality,RAD-ChestXR
I18674,MRI,Brain,Muscle abnormality,MIDRC
I18675,CT,Muscle,Muscle abnormality,RAD-ChestXR
I18676,MRI,Abdomen,Brain abnormality,MIDRC
I18677,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I18678,MRI,Abdomen,Abdomen abnormality,MIDRC
I18679,CT,Muscle,Brain abnormality,RAD-ChestXR
I18680,MRI,Lung,Abdomen abnormality,MIDRC
I18681,CT,Lung,Muscle abnormality,RAD-ChestXR
I18682,MRI,Muscle,Lung abnormality,MIDRC
I18683,CT,Lung,Muscle abnormality,RAD-ChestXR
I18684,MRI,Lung,Lung abnormality,MIDRC
I18685,CT,Abdomen,Brain abnormality,RAD-ChestXR
I18686,MRI,Muscle,Abdomen abnormality,MIDRC
I18687,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I18688,MRI,Lung,Abdomen abnormality,MIDRC
I18689,CT,Muscle,Lung abnormality,RAD-ChestXR
I18690,MRI,Abdomen,Muscle abnormality,MIDRC
I18691,CT,Lung,Brain abnormality,RAD-ChestXR
I18692,MRI,Abdomen,Abdomen abnormality,MIDRC
I18693,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I18694,MRI,Lung,Brain abnormality,MIDRC
I18695,CT,Muscle,Muscle abnormality,RAD-ChestXR
I18696,MRI,Muscle,Muscle abnormality,MIDRC
I18697,CT,Brain,Abdomen abnormality,RAD-ChestXR
I18698,MRI,Lung,Abdomen abnormality,MIDRC
I18699,CT,Brain,Lung abnormality,RAD-ChestXR
I18700,MRI,Lung,Brain abnormality,MIDRC
I18701,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I18702,MRI,Abdomen,Muscle abnormality,MIDRC
I18703,CT,Lung,Muscle abnormality,RAD-ChestXR
I18704,MRI,Brain,Muscle abnormality,MIDRC
I18705,CT,Abdomen,Lung abnormality,RAD-ChestXR
I18706,MRI,Lung,Abdomen abnormality,MIDRC
I18707,CT,Brain,Lung abnormality,RAD-ChestXR
I18708,MRI,Abdomen,Lung abnormality,MIDRC
I18709,CT,Lung,Lung abnormality,RAD-ChestXR
I18710,MRI,Muscle,Brain abnormality,MIDRC
I18711,CT,Brain,Lung abnormality,RAD-ChestXR
I18712,MRI,Muscle,Brain abnormality,MIDRC
I18713,CT,Muscle,Lung abnormality,RAD-ChestXR
I18714,MRI,Lung,Brain abnormality,MIDRC
I18715,CT,Lung,Brain abnormality,RAD-ChestXR
I18716,MRI,Abdomen,Brain abnormality,MIDRC
I18717,CT,Abdomen,Brain abnormality,RAD-ChestXR
I18718,MRI,Lung,Brain abnormality,MIDRC
I18719,CT,Muscle,Lung abnormality,RAD-ChestXR
I18720,MRI,Muscle,Abdomen abnormality,MIDRC
I18721,CT,Lung,Abdomen abnormality,RAD-ChestXR
I18722,MRI,Abdomen,Lung abnormality,MIDRC
I18723,CT,Lung,Brain abnormality,RAD-ChestXR
I18724,MRI,Abdomen,Brain abnormality,MIDRC
I18725,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I18726,MRI,Abdomen,Abdomen abnormality,MIDRC
I18727,CT,Lung,Brain abnormality,RAD-ChestXR
I18728,MRI,Muscle,Abdomen abnormality,MIDRC
I18729,CT,Brain,Abdomen abnormality,RAD-ChestXR
I18730,MRI,Lung,Brain abnormality,MIDRC
I18731,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I18732,MRI,Abdomen,Abdomen abnormality,MIDRC
I18733,CT,Lung,Abdomen abnormality,RAD-ChestXR
I18734,MRI,Abdomen,Muscle abnormality,MIDRC
I18735,CT,Abdomen,Lung abnormality,RAD-ChestXR
I18736,MRI,Muscle,Lung abnormality,MIDRC
I18737,CT,Abdomen,Brain abnormality,RAD-ChestXR
I18738,MRI,Abdomen,Abdomen abnormality,MIDRC
I18739,CT,Brain,Muscle abnormality,RAD-ChestXR
I18740,MRI,Brain,Brain abnormality,MIDRC
I18741,CT,Muscle,Lung abnormality,RAD-ChestXR
I18742,MRI,Brain,Lung abnormality,MIDRC
I18743,CT,Abdomen,Brain abnormality,RAD-ChestXR
I18744,MRI,Abdomen,Lung abnormality,MIDRC
I18745,CT,Lung,Abdomen abnormality,RAD-ChestXR
I18746,MRI,Abdomen,Lung abnormality,MIDRC
I18747,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I18748,MRI,Muscle,Brain abnormality,MIDRC
I18749,CT,Lung,Brain abnormality,RAD-ChestXR
I18750,MRI,Muscle,Muscle abnormality,MIDRC
I18751,CT,Brain,Brain abnormality,RAD-ChestXR
I18752,MRI,Muscle,Muscle abnormality,MIDRC
I18753,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I18754,MRI,Lung,Lung abnormality,MIDRC
I18755,CT,Brain,Lung abnormality,RAD-ChestXR
I18756,MRI,Brain,Muscle abnormality,MIDRC
I18757,CT,Lung,Abdomen abnormality,RAD-ChestXR
I18758,MRI,Brain,Muscle abnormality,MIDRC
I18759,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I18760,MRI,Brain,Lung abnormality,MIDRC
I18761,CT,Muscle,Muscle abnormality,RAD-ChestXR
I18762,MRI,Brain,Lung abnormality,MIDRC
I18763,CT,Brain,Muscle abnormality,RAD-ChestXR
I18764,MRI,Abdomen,Lung abnormality,MIDRC
I18765,CT,Brain,Abdomen abnormality,RAD-ChestXR
I18766,MRI,Brain,Lung abnormality,MIDRC
I18767,CT,Lung,Muscle abnormality,RAD-ChestXR
I18768,MRI,Muscle,Brain abnormality,MIDRC
I18769,CT,Lung,Brain abnormality,RAD-ChestXR
I18770,MRI,Lung,Muscle abnormality,MIDRC
I18771,CT,Abdomen,Lung abnormality,RAD-ChestXR
I18772,MRI,Brain,Muscle abnormality,MIDRC
I18773,CT,Lung,Muscle abnormality,RAD-ChestXR
I18774,MRI,Abdomen,Abdomen abnormality,MIDRC
I18775,CT,Muscle,Lung abnormality,RAD-ChestXR
I18776,MRI,Abdomen,Brain abnormality,MIDRC
I18777,CT,Brain,Brain abnormality,RAD-ChestXR
I18778,MRI,Muscle,Lung abnormality,MIDRC
I18779,CT,Abdomen,Lung abnormality,RAD-ChestXR
I18780,MRI,Lung,Lung abnormality,MIDRC
I18781,CT,Muscle,Brain abnormality,RAD-ChestXR
I18782,MRI,Muscle,Lung abnormality,MIDRC
I18783,CT,Brain,Brain abnormality,RAD-ChestXR
I18784,MRI,Brain,Brain abnormality,MIDRC
I18785,CT,Lung,Lung abnormality,RAD-ChestXR
I18786,MRI,Muscle,Abdomen abnormality,MIDRC
I18787,CT,Lung,Abdomen abnormality,RAD-ChestXR
I18788,MRI,Brain,Brain abnormality,MIDRC
I18789,CT,Brain,Brain abnormality,RAD-ChestXR
I18790,MRI,Brain,Abdomen abnormality,MIDRC
I18791,CT,Brain,Lung abnormality,RAD-ChestXR
I18792,MRI,Muscle,Muscle abnormality,MIDRC
I18793,CT,Muscle,Muscle abnormality,RAD-ChestXR
I18794,MRI,Muscle,Muscle abnormality,MIDRC
I18795,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I18796,MRI,Abdomen,Muscle abnormality,MIDRC
I18797,CT,Lung,Brain abnormality,RAD-ChestXR
I18798,MRI,Brain,Muscle abnormality,MIDRC
I18799,CT,Lung,Brain abnormality,RAD-ChestXR
I18800,MRI,Abdomen,Brain abnormality,MIDRC
I18801,CT,Brain,Abdomen abnormality,RAD-ChestXR
I18802,MRI,Brain,Abdomen abnormality,MIDRC
I18803,CT,Brain,Brain abnormality,RAD-ChestXR
I18804,MRI,Abdomen,Muscle abnormality,MIDRC
I18805,CT,Muscle,Lung abnormality,RAD-ChestXR
I18806,MRI,Lung,Abdomen abnormality,MIDRC
I18807,CT,Brain,Abdomen abnormality,RAD-ChestXR
I18808,MRI,Abdomen,Lung abnormality,MIDRC
I18809,CT,Muscle,Muscle abnormality,RAD-ChestXR
I18810,MRI,Abdomen,Muscle abnormality,MIDRC
I18811,CT,Brain,Lung abnormality,RAD-ChestXR
I18812,MRI,Abdomen,Abdomen abnormality,MIDRC
I18813,CT,Lung,Abdomen abnormality,RAD-ChestXR
I18814,MRI,Brain,Abdomen abnormality,MIDRC
I18815,CT,Lung,Brain abnormality,RAD-ChestXR
I18816,MRI,Brain,Muscle abnormality,MIDRC
I18817,CT,Abdomen,Brain abnormality,RAD-ChestXR
I18818,MRI,Lung,Brain abnormality,MIDRC
I18819,CT,Abdomen,Brain abnormality,RAD-ChestXR
I18820,MRI,Lung,Brain abnormality,MIDRC
I18821,CT,Lung,Brain abnormality,RAD-ChestXR
I18822,MRI,Abdomen,Lung abnormality,MIDRC
I18823,CT,Brain,Abdomen abnormality,RAD-ChestXR
I18824,MRI,Brain,Muscle abnormality,MIDRC
I18825,CT,Brain,Brain abnormality,RAD-ChestXR
I18826,MRI,Brain,Lung abnormality,MIDRC
I18827,CT,Muscle,Muscle abnormality,RAD-ChestXR
I18828,MRI,Lung,Abdomen abnormality,MIDRC
I18829,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I18830,MRI,Lung,Muscle abnormality,MIDRC
I18831,CT,Brain,Abdomen abnormality,RAD-ChestXR
I18832,MRI,Lung,Muscle abnormality,MIDRC
I18833,CT,Lung,Lung abnormality,RAD-ChestXR
I18834,MRI,Muscle,Muscle abnormality,MIDRC
I18835,CT,Brain,Lung abnormality,RAD-ChestXR
I18836,MRI,Brain,Abdomen abnormality,MIDRC
I18837,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I18838,MRI,Brain,Lung abnormality,MIDRC
I18839,CT,Lung,Brain abnormality,RAD-ChestXR
I18840,MRI,Abdomen,Abdomen abnormality,MIDRC
I18841,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I18842,MRI,Muscle,Brain abnormality,MIDRC
I18843,CT,Abdomen,Brain abnormality,RAD-ChestXR
I18844,MRI,Abdomen,Muscle abnormality,MIDRC
I18845,CT,Brain,Lung abnormality,RAD-ChestXR
I18846,MRI,Lung,Abdomen abnormality,MIDRC
I18847,CT,Muscle,Lung abnormality,RAD-ChestXR
I18848,MRI,Brain,Muscle abnormality,MIDRC
I18849,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I18850,MRI,Lung,Muscle abnormality,MIDRC
I18851,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I18852,MRI,Brain,Lung abnormality,MIDRC
I18853,CT,Muscle,Lung abnormality,RAD-ChestXR
I18854,MRI,Abdomen,Abdomen abnormality,MIDRC
I18855,CT,Brain,Lung abnormality,RAD-ChestXR
I18856,MRI,Brain,Muscle abnormality,MIDRC
I18857,CT,Brain,Lung abnormality,RAD-ChestXR
I18858,MRI,Brain,Muscle abnormality,MIDRC
I18859,CT,Muscle,Brain abnormality,RAD-ChestXR
I18860,MRI,Muscle,Brain abnormality,MIDRC
I18861,CT,Brain,Brain abnormality,RAD-ChestXR
I18862,MRI,Brain,Brain abnormality,MIDRC
I18863,CT,Muscle,Brain abnormality,RAD-ChestXR
I18864,MRI,Lung,Lung abnormality,MIDRC
I18865,CT,Brain,Muscle abnormality,RAD-ChestXR
I18866,MRI,Brain,Lung abnormality,MIDRC
I18867,CT,Muscle,Brain abnormality,RAD-ChestXR
I18868,MRI,Abdomen,Brain abnormality,MIDRC
I18869,CT,Brain,Lung abnormality,RAD-ChestXR
I18870,MRI,Lung,Abdomen abnormality,MIDRC
I18871,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I18872,MRI,Abdomen,Abdomen abnormality,MIDRC
I18873,CT,Lung,Brain abnormality,RAD-ChestXR
I18874,MRI,Muscle,Abdomen abnormality,MIDRC
I18875,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I18876,MRI,Abdomen,Lung abnormality,MIDRC
I18877,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I18878,MRI,Abdomen,Muscle abnormality,MIDRC
I18879,CT,Brain,Abdomen abnormality,RAD-ChestXR
I18880,MRI,Muscle,Abdomen abnormality,MIDRC
I18881,CT,Muscle,Muscle abnormality,RAD-ChestXR
I18882,MRI,Muscle,Muscle abnormality,MIDRC
I18883,CT,Abdomen,Brain abnormality,RAD-ChestXR
I18884,MRI,Lung,Brain abnormality,MIDRC
I18885,CT,Muscle,Lung abnormality,RAD-ChestXR
I18886,MRI,Abdomen,Muscle abnormality,MIDRC
I18887,CT,Muscle,Muscle abnormality,RAD-ChestXR
I18888,MRI,Brain,Lung abnormality,MIDRC
I18889,CT,Muscle,Brain abnormality,RAD-ChestXR
I18890,MRI,Lung,Abdomen abnormality,MIDRC
I18891,CT,Lung,Lung abnormality,RAD-ChestXR
I18892,MRI,Muscle,Abdomen abnormality,MIDRC
I18893,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I18894,MRI,Muscle,Lung abnormality,MIDRC
I18895,CT,Brain,Brain abnormality,RAD-ChestXR
I18896,MRI,Abdomen,Muscle abnormality,MIDRC
I18897,CT,Muscle,Brain abnormality,RAD-ChestXR
I18898,MRI,Abdomen,Muscle abnormality,MIDRC
I18899,CT,Brain,Abdomen abnormality,RAD-ChestXR
I18900,MRI,Abdomen,Brain abnormality,MIDRC
I18901,CT,Muscle,Lung abnormality,RAD-ChestXR
I18902,MRI,Muscle,Abdomen abnormality,MIDRC
I18903,CT,Brain,Abdomen abnormality,RAD-ChestXR
I18904,MRI,Lung,Brain abnormality,MIDRC
I18905,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I18906,MRI,Abdomen,Brain abnormality,MIDRC
I18907,CT,Brain,Abdomen abnormality,RAD-ChestXR
I18908,MRI,Brain,Muscle abnormality,MIDRC
I18909,CT,Muscle,Brain abnormality,RAD-ChestXR
I18910,MRI,Brain,Lung abnormality,MIDRC
I18911,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I18912,MRI,Brain,Lung abnormality,MIDRC
I18913,CT,Muscle,Lung abnormality,RAD-ChestXR
I18914,MRI,Brain,Abdomen abnormality,MIDRC
I18915,CT,Brain,Muscle abnormality,RAD-ChestXR
I18916,MRI,Abdomen,Brain abnormality,MIDRC
I18917,CT,Muscle,Muscle abnormality,RAD-ChestXR
I18918,MRI,Muscle,Muscle abnormality,MIDRC
I18919,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I18920,MRI,Brain,Brain abnormality,MIDRC
I18921,CT,Lung,Abdomen abnormality,RAD-ChestXR
I18922,MRI,Abdomen,Lung abnormality,MIDRC
I18923,CT,Abdomen,Lung abnormality,RAD-ChestXR
I18924,MRI,Abdomen,Lung abnormality,MIDRC
I18925,CT,Muscle,Brain abnormality,RAD-ChestXR
I18926,MRI,Brain,Abdomen abnormality,MIDRC
I18927,CT,Muscle,Brain abnormality,RAD-ChestXR
I18928,MRI,Muscle,Lung abnormality,MIDRC
I18929,CT,Muscle,Lung abnormality,RAD-ChestXR
I18930,MRI,Brain,Muscle abnormality,MIDRC
I18931,CT,Muscle,Lung abnormality,RAD-ChestXR
I18932,MRI,Muscle,Muscle abnormality,MIDRC
I18933,CT,Lung,Lung abnormality,RAD-ChestXR
I18934,MRI,Muscle,Abdomen abnormality,MIDRC
I18935,CT,Lung,Brain abnormality,RAD-ChestXR
I18936,MRI,Abdomen,Muscle abnormality,MIDRC
I18937,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I18938,MRI,Brain,Lung abnormality,MIDRC
I18939,CT,Brain,Muscle abnormality,RAD-ChestXR
I18940,MRI,Muscle,Muscle abnormality,MIDRC
I18941,CT,Brain,Muscle abnormality,RAD-ChestXR
I18942,MRI,Brain,Abdomen abnormality,MIDRC
I18943,CT,Muscle,Lung abnormality,RAD-ChestXR
I18944,MRI,Brain,Muscle abnormality,MIDRC
I18945,CT,Lung,Abdomen abnormality,RAD-ChestXR
I18946,MRI,Abdomen,Muscle abnormality,MIDRC
I18947,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I18948,MRI,Lung,Muscle abnormality,MIDRC
I18949,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I18950,MRI,Muscle,Muscle abnormality,MIDRC
I18951,CT,Abdomen,Brain abnormality,RAD-ChestXR
I18952,MRI,Brain,Lung abnormality,MIDRC
I18953,CT,Muscle,Brain abnormality,RAD-ChestXR
I18954,MRI,Lung,Brain abnormality,MIDRC
I18955,CT,Muscle,Brain abnormality,RAD-ChestXR
I18956,MRI,Brain,Brain abnormality,MIDRC
I18957,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I18958,MRI,Brain,Lung abnormality,MIDRC
I18959,CT,Muscle,Lung abnormality,RAD-ChestXR
I18960,MRI,Lung,Brain abnormality,MIDRC
I18961,CT,Brain,Brain abnormality,RAD-ChestXR
I18962,MRI,Abdomen,Muscle abnormality,MIDRC
I18963,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I18964,MRI,Brain,Brain abnormality,MIDRC
I18965,CT,Abdomen,Lung abnormality,RAD-ChestXR
I18966,MRI,Brain,Lung abnormality,MIDRC
I18967,CT,Brain,Abdomen abnormality,RAD-ChestXR
I18968,MRI,Abdomen,Abdomen abnormality,MIDRC
I18969,CT,Brain,Abdomen abnormality,RAD-ChestXR
I18970,MRI,Muscle,Brain abnormality,MIDRC
I18971,CT,Lung,Lung abnormality,RAD-ChestXR
I18972,MRI,Abdomen,Lung abnormality,MIDRC
I18973,CT,Muscle,Lung abnormality,RAD-ChestXR
I18974,MRI,Abdomen,Lung abnormality,MIDRC
I18975,CT,Lung,Muscle abnormality,RAD-ChestXR
I18976,MRI,Lung,Brain abnormality,MIDRC
I18977,CT,Abdomen,Brain abnormality,RAD-ChestXR
I18978,MRI,Abdomen,Lung abnormality,MIDRC
I18979,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I18980,MRI,Brain,Lung abnormality,MIDRC
I18981,CT,Brain,Lung abnormality,RAD-ChestXR
I18982,MRI,Muscle,Muscle abnormality,MIDRC
I18983,CT,Muscle,Muscle abnormality,RAD-ChestXR
I18984,MRI,Brain,Muscle abnormality,MIDRC
I18985,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I18986,MRI,Brain,Abdomen abnormality,MIDRC
I18987,CT,Muscle,Brain abnormality,RAD-ChestXR
I18988,MRI,Brain,Lung abnormality,MIDRC
I18989,CT,Brain,Brain abnormality,RAD-ChestXR
I18990,MRI,Abdomen,Abdomen abnormality,MIDRC
I18991,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I18992,MRI,Brain,Brain abnormality,MIDRC
I18993,CT,Brain,Brain abnormality,RAD-ChestXR
I18994,MRI,Abdomen,Brain abnormality,MIDRC
I18995,CT,Muscle,Lung abnormality,RAD-ChestXR
I18996,MRI,Brain,Lung abnormality,MIDRC
I18997,CT,Brain,Muscle abnormality,RAD-ChestXR
I18998,MRI,Brain,Abdomen abnormality,MIDRC
I18999,CT,Abdomen,Brain abnormality,RAD-ChestXR
I19000,MRI,Abdomen,Abdomen abnormality,MIDRC
I19001,CT,Muscle,Lung abnormality,RAD-ChestXR
I19002,MRI,Lung,Brain abnormality,MIDRC
I19003,CT,Muscle,Brain abnormality,RAD-ChestXR
I19004,MRI,Muscle,Muscle abnormality,MIDRC
I19005,CT,Muscle,Brain abnormality,RAD-ChestXR
I19006,MRI,Abdomen,Muscle abnormality,MIDRC
I19007,CT,Abdomen,Lung abnormality,RAD-ChestXR
I19008,MRI,Brain,Lung abnormality,MIDRC
I19009,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I19010,MRI,Abdomen,Muscle abnormality,MIDRC
I19011,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I19012,MRI,Brain,Muscle abnormality,MIDRC
I19013,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I19014,MRI,Abdomen,Muscle abnormality,MIDRC
I19015,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I19016,MRI,Lung,Brain abnormality,MIDRC
I19017,CT,Brain,Abdomen abnormality,RAD-ChestXR
I19018,MRI,Lung,Lung abnormality,MIDRC
I19019,CT,Lung,Lung abnormality,RAD-ChestXR
I19020,MRI,Lung,Brain abnormality,MIDRC
I19021,CT,Muscle,Brain abnormality,RAD-ChestXR
I19022,MRI,Brain,Abdomen abnormality,MIDRC
I19023,CT,Muscle,Muscle abnormality,RAD-ChestXR
I19024,MRI,Lung,Muscle abnormality,MIDRC
I19025,CT,Brain,Abdomen abnormality,RAD-ChestXR
I19026,MRI,Lung,Abdomen abnormality,MIDRC
I19027,CT,Brain,Muscle abnormality,RAD-ChestXR
I19028,MRI,Muscle,Abdomen abnormality,MIDRC
I19029,CT,Lung,Brain abnormality,RAD-ChestXR
I19030,MRI,Abdomen,Muscle abnormality,MIDRC
I19031,CT,Lung,Brain abnormality,RAD-ChestXR
I19032,MRI,Muscle,Abdomen abnormality,MIDRC
I19033,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I19034,MRI,Lung,Muscle abnormality,MIDRC
I19035,CT,Lung,Muscle abnormality,RAD-ChestXR
I19036,MRI,Abdomen,Brain abnormality,MIDRC
